ChildDate	ChildRegion	ParentRegion	ParentDate
2021.84106649843	La Libertad	Cajamarca	2021.79722649843
2021.81366649853	La Libertad	Cajamarca	2021.81366649843
2021.81366649853	La Libertad	Cajamarca	2021.81366649843
2021.84654649853	Ancash	Cajamarca	2021.84654649843
2021.89312649843	San Martin	Cajamarca	2021.84654649843
2021.93969649843	La Libertad	Cajamarca	2021.88321649843
2021.90134649853	La Libertad	Cajamarca	2021.88321649853
2021.92051649853	Piura	Cajamarca	2021.89406649853
2021.93147649853	Ancash	Cajamarca	2021.90173649853
2021.95886649853	Ancash	Cajamarca	2021.93174649853
2021.94790649853	Ayacucho	Cajamarca	2021.93174649853
2021.75887649853	La Libertad	Cajamarca	2021.75887649843
2021.85476649843	La Libertad	Cajamarca	2021.81182649843
