ChildCountry	ChildDate	ParentCountry	ParentDate
2021.62461246505	USA	Peru	2021.53405246505
2021.59722246495	USA	Peru	2021.54785246495
2021.60270246495	USA	Peru	2021.54785246495
2021.62736246465	Chile	Peru	2021.62736246455
2021.26572246475	Other_South_America	Peru	2021.20121246475
2021.50682246485	Other_Europe	Peru	2021.41872246485
2021.51229246495	Other_Europe	Peru	2021.43832246495
2021.38353246475	USA	Peru	2021.34517246475
2021.34517246485	USA	Peru	2021.34517246475
2021.34517246475	USA	Peru	2021.34517246465
2021.31230246475	Chile	Peru	2021.26249246475
2021.27942246465	USA	Peru	2021.19781246465
2021.27393246485	USA	Peru	2021.26426246485
2021.27119246465	USA	Peru	2021.26426246465
2021.31229246485	USA	Peru	2021.26426246485
2021.28489246475	USA	Peru	2021.27914246475
2021.28763246475	USA	Peru	2021.27919246475
2021.30681246485	USA	Peru	2021.30681246475
2021.30681246485	USA	Peru	2021.30681246475
2021.30681246475	USA	Peru	2021.30681246465
2021.30955246475	USA	Peru	2021.30681246475
2021.30955246475	USA	Peru	2021.30681246475
2021.32325246465	USA	Peru	2021.22032246465
2021.27119246465	USA	Peru	2021.26353246465
2021.29584246475	USA	Peru	2021.29584246465
2021.30132246475	USA	Peru	2021.30132246465
2021.30405246465	USA	Peru	2021.30353246465
2021.31502246465	USA	Peru	2021.31443246465
2021.33145246475	USA	Peru	2021.33145246465
2021.33145246475	USA	Peru	2021.33145246465
2021.33693246465	USA	Peru	2021.33418246465
2021.33693246465	USA	Peru	2021.33418246465
2021.55614246455	Peru	USA	2021.51246246455
2021.58901246455	Peru	USA	2021.51246246455
2021.59449246565	Peru	USA	2021.43337246565
2021.69860246565	Peru	USA	2021.43337246565
2021.72600246555	Peru	USA	2021.43337246555
2021.60819246565	Peru	USA	2021.48467246565
2021.49860246565	Peru	USA	2021.48505246565
2021.53421246575	Peru	USA	2021.53421246565
2021.56709246565	Peru	USA	2021.53421246565
2021.55339246565	Peru	USA	2021.52596246565
2021.54243246565	Peru	USA	2021.52596246565
2021.45476246585	Peru	USA	2021.45476246575
2021.55339246575	Colombia	USA	2021.52593246575
2021.53695246575	Peru	USA	2021.52593246575
2021.65204246475	Peru	USA	2021.63256246475
2021.65204246475	Peru	USA	2021.63256246475
2021.75888246485	Other_Asia	Peru	2021.68489246485
2021.72874246485	Peru	USA	2021.72294246485
2021.78628246485	Peru	USA	2021.72294246485
2021.65204246475	Peru	Brazil	2021.64889246475
2021.69039246475	Peru	Brazil	2021.68889246475
2021.71778246475	Peru	Brazil	2021.71585246475
2021.71778246485	Peru	Brazil	2021.71778246475
2021.71778246485	Peru	Brazil	2021.71778246475
2021.43284246485	Peru	USA	2021.38079246485
2021.38353246505	Peru	USA	2021.38079246505
2021.50682246545	Peru	USA	2021.38079246545
2021.59175246465	Peru	USA	2021.38079246465
2021.59449246545	Peru	USA	2021.38079246545
2021.50682246485	Peru	USA	2021.38079246485
2021.59175246465	Peru	USA	2021.52482246465
2021.52600246465	Peru	USA	2021.52482246465
2021.70134246515	Peru	USA	2021.60271246515
2021.60271246525	Peru	USA	2021.60271246515
2021.52600246465	Chile	USA	2021.52326246465
2021.52326246495	Chile	USA	2021.52326246485
2021.52600246475	Chile	USA	2021.52326246475
2021.58627246485	Chile	USA	2021.58562246485
2021.60819246485	Chile	USA	2021.60542246485
2021.62189246485	Chile	USA	2021.60542246485
2021.63833246535	Peru	USA	2021.58572246535
2021.58901246525	Peru	USA	2021.58572246525
2021.61092246535	Peru	USA	2021.58861246535
2021.61092246535	Peru	USA	2021.60748246535
2021.77257246535	Chile	Peru	2021.71768246535
2021.81367246535	Chile	Peru	2021.71768246535
2021.68490246545	Peru	USA	2021.67873246545
2021.68489246545	Peru	USA	2021.67955246545
2021.68763246545	Peru	USA	2021.67955246545
2021.62463246505	Colombia	Peru	2021.62463246495
2021.62463246505	Colombia	Peru	2021.62463246495
2021.64381246495	USA	Peru	2021.60261246495
2021.60271246515	USA	Peru	2021.60261246515
2021.64655246535	USA	Peru	2021.60261246535
2021.64655246525	USA	Peru	2021.60261246525
2021.62464246505	USA	Peru	2021.62461246505
2021.65203246505	USA	Peru	2021.62461246505
2021.73696246535	USA	Peru	2021.60541246535
2021.61916246545	USA	Peru	2021.61916246535
2021.62190246545	USA	Peru	2021.62190246535
2021.63286246545	USA	Peru	2021.63286246535
2021.63560246545	USA	Peru	2021.63560246535
2021.64656246535	USA	Peru	2021.64643246535
2021.64930246545	USA	Peru	2021.64643246545
2021.67122246545	USA	Peru	2021.66974246545
2021.67396246545	USA	Peru	2021.66974246545
2021.58900246505	Peru	USA	2021.54575246505
2021.59722246525	Peru	USA	2021.54575246525
2021.59447246525	Peru	USA	2021.55159246525
2021.59447246525	Peru	USA	2021.55159246525
2021.57804246525	Peru	USA	2021.57804246515
2021.58626246525	Peru	USA	2021.58626246515
2021.59174246515	Peru	USA	2021.58689246515
2021.59996246515	Peru	USA	2021.58878246515
2021.59722246515	Peru	USA	2021.58878246515
2021.58900246515	Peru	USA	2021.58626246515
2021.58626246525	Peru	USA	2021.58626246515
2021.58900246515	Peru	USA	2021.58752246515
2021.59448246515	Peru	USA	2021.59404246515
2021.60544246515	Peru	USA	2021.60270246515
2021.60270246525	Peru	USA	2021.60270246515
2021.38353246555	Peru	USA	2021.32340246555
2021.55613246555	Peru	USA	2021.33415246555
2021.58626246555	Peru	USA	2021.35139246555
2021.50954246555	Peru	USA	2021.50723246555
2021.58626246555	Peru	Colombia	2021.56708246555
2021.56708246565	Peru	Colombia	2021.56708246555
2021.55064246555	Brazil	Peru	2021.50756246555
2021.58626246555	Brazil	Peru	2021.48445246555
2021.54789246575	Other_South_America	Peru	2021.54789246565
2021.56707246565	Other_South_America	Peru	2021.54789246565
2021.52599246575	Peru	Chile	2021.52599246565
2021.52599246575	Brazil	Chile	2021.52599246565
2021.53147246575	Peru	Chile	2021.53147246565
2021.53695246575	Peru	Chile	2021.53695246565
2021.54791246565	Peru	Chile	2021.53695246565
2021.50954246575	Peru	Chile	2021.48542246575
2021.50954246575	Peru	Chile	2021.48542246575
2021.60270246585	Chile	Peru	2021.60270246575
2021.61366246575	Chile	Peru	2021.60270246575
2021.55066246555	USA	Peru	2021.52569246555
2021.56435246565	Other_North_America	Peru	2021.53403246565
2021.57806246575	Peru	Other_South_America	2021.57806246565
2021.61368246565	Peru	Other_South_America	2021.57806246565
2021.55341246565	Peru	Chile	2021.55341246555
2021.57533246555	Chile	Peru	2021.57517246555
2021.59451246555	Chile	Peru	2021.58081246555
2021.54517246565	Peru	Italy	2021.50660246565
2021.59448246625	Chile	Peru	2021.57879246625
2021.52325246595	USA	Peru	2021.52325246585
2021.56161246595	USA	Peru	2021.56161246585
2021.62736246645	Other_North_America	Peru	2021.60523246645
2021.64379246655	Other_North_America	Peru	2021.58576246655
2021.60817246635	USA	Peru	2021.58576246635
2021.59447246655	USA	Peru	2021.58576246655
2021.59447246645	USA	Peru	2021.58576246645
2021.61091246635	USA	Peru	2021.58875246635
2021.71776246645	Chile	Peru	2021.67902246645
2021.73146246635	Chile	Peru	2021.67902246635
2021.68763246645	Chile	Peru	2021.68466246645
2021.69310246645	Chile	Peru	2021.68466246645
2021.56708246665	USA	Peru	2021.56708246655
2021.54789246675	Italy	Peru	2021.54162246675
2021.54789246675	Italy	Peru	2021.54162246675
2021.64927246695	USA	Peru	2021.58846246695
2021.58899246725	USA	Peru	2021.57891246725
2021.60543246755	Other_Europe	Peru	2021.60543246745
2021.53968246675	Italy	Peru	2021.53937246675
2021.61640246675	Colombia	Peru	2021.57936246675
2021.58901246685	USA	Peru	2021.58692246685
2021.62735246735	USA	Peru	2021.54674246735
2021.57804246765	USA	Peru	2021.54674246765
2021.57804246765	USA	Peru	2021.55257246765
2021.58628246725	USA	Peru	2021.58628246715
2021.58628246725	Peru	USA	2021.58628246715
2021.58902246725	Peru	USA	2021.58902246715
2021.61642246715	Peru	USA	2021.61599246715
2021.68217246715	Chile	Peru	2021.64907246715
2021.45476246575	USA	Peru	2021.45248246575
2021.48467246565	USA	Peru	2021.37144246565
2021.43337246555	USA	Peru	2021.37144246555
2021.32340246555	USA	Peru	2021.32271246555
2021.56708246555	Colombia	USA	2021.50723246555
2021.35617246555	Peru	USA	2021.35400246555
2021.52599246565	Chile	Peru	2021.52384246565
2021.53147246565	Chile	Peru	2021.52384246565
2021.48542246565	Chile	Peru	2021.48507246565
2021.54725246565	Peru	Chile	2021.48542246565
2021.57806246565	Other_South_America	Peru	2021.56396246565
2021.55341246555	Chile	Peru	2021.54705246555
2021.55615246555	Peru	Chile	2021.55341246555
2021.71718246565	Chile	Peru	2021.67916246565
2021.71736246565	Peru	Chile	2021.71718246565
2021.71718246575	Peru	Chile	2021.71718246565
2021.43229246555	Peru	USA	2021.34859246555
2021.58035246715	Chile	Peru	2021.57846246715
2021.58628246715	Peru	Chile	2021.58413246715
2021.58628246715	USA	Chile	2021.58413246715
2021.58902246715	USA	Chile	2021.58223246715
2021.63012246715	Peru	USA	2021.61599246715
2021.50660246565	Italy	Peru	2021.48574246565
2021.50660246575	Peru	Italy	2021.50660246565
2021.58409246475	USA	Peru	2021.54771246475
2021.58605246475	Peru	USA	2021.58409246475
2021.72294246485	USA	Peru	2021.67112246485
2021.64889246475	Brazil	Peru	2021.64629246475
2021.38079246455	USA	Peru	2021.32271246455
2021.38079246465	Peru	USA	2021.38079246455
2021.58861246535	USA	Peru	2021.53404246535
2021.66843246535	Peru	USA	2021.60748246535
2021.67873246545	USA	Peru	2021.67873246535
2021.38079246545	USA	Peru	2021.38079246535
2021.38079246505	USA	Peru	2021.38079246495
2021.58627246535	Peru	USA	2021.58572246535
2021.58572246525	Peru	USA	2021.58572246515
2021.54575246505	USA	Peru	2021.52584246505
2021.38079246485	USA	Peru	2021.38079246475
2021.52326246465	USA	Peru	2021.38079246465
2021.51246246455	USA	Peru	2021.32271246455
2021.38263246435	USA	Peru	2021.11104246435
2021.41367246465	Peru	USA	2021.40819246465
2021.45750246465	Other_Europe	Peru	2021.45514246465
2021.38263246465	Other_Europe	USA	2021.38263246455
2021.48488246465	Peru	Other_Europe	2021.38263246465
2021.40544246435	Peru	USA	2021.38263246435
2021.19367246405	USA	Peru	2021.19131246405
2021.01092246385	USA	Peru	2020.98962246385
2021.02607246375	USA	Peru	2020.98962246375
2021.02653246375	Mexico	USA	2021.02607246375
2021.26254246375	Peru	Mexico	2021.25129246375
2021.17398246385	Peru	Mexico	2021.17398246375
2021.17398246395	USA	Peru	2021.17398246385
2021.26249246395	Peru	USA	2021.22842246395
2021.17476246395	Peru	USA	2021.17415246395
2021.19681246395	Italy	Peru	2021.17476246395
2021.47669246395	Peru	Italy	2021.22864246395
2021.19889246395	Peru	Italy	2021.19681246395
2021.20078246395	Colombia	Peru	2021.19889246395
2021.28212246395	Peru	Colombia	2021.20078246395
2021.20267246395	Peru	Colombia	2021.20078246395
2021.39316246395	Mexico	Peru	2021.20660246395
2021.41640246395	Peru	Mexico	2021.39316246395
2021.56436246395	Brazil	Peru	2021.41975246395
2021.20862246395	Brazil	Peru	2021.20660246395
2021.21066246395	Chile	Brazil	2021.20862246395
2021.27927246395	Peru	Chile	2021.21279246395
2021.21488246395	Peru	Chile	2021.21279246395
2021.26436246405	Other_Europe	Peru	2021.26436246395
2021.71232246405	Brazil	Other_Europe	2021.66809246405
