ChildDate	ChildCountry	ParentCountry	ParentDate
2022.99180205419	Denmark	Sweden	2022.98598205419
2022.88768205359	Other_Europe	Sweden	2022.84384205359
2022.87412205409	USA	Peru	2022.85744205409
2022.87945205409	USA	Peru	2022.85456205409
2022.88493205409	Chile	USA	2022.87945205409
2022.89856205409	USA	Chile	2022.88493205409
2022.94246205409	Belgium	USA	2022.89856205409
2022.94225205409	Peru	USA	2022.92729205409
2022.81497205419	Chile	Peru	2022.79627205419
2022.87124205429	Other_North_America	Peru	2022.85206205429
2022.87539205429	Peru	Other_North_America	2022.87124205429
2022.90411205379	Other_North_America	Peru	2022.85928205379
2022.87946205459	Germany	Peru	2022.87626205459
2022.88996205459	Peru	Germany	2022.87946205459
2022.85568205429	USA	Peru	2022.83523205429
2022.92755205429	Canada	USA	2022.89012205429
2022.96438205429	Peru	USA	2022.90471205429
2022.83700205309	Chile	Peru	2022.70509205309
2023.00127205319	USA	Chile	2022.83700205319
2022.91227205319	Other_North_America	Chile	2022.83700205319
2022.96457205319	Canada	Peru	2022.76246205319
2022.82468205319	USA	Peru	2022.81372205319
2022.85288205319	Peru	USA	2022.82468205319
